"Facility Name","Location Type","Operator","Status","Open","Hours of Operation","Accessibility","Restroom Type","Changing Stations","Additional Notes","Website","Latitude","Longitude","Location"
"Rego Park Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/rego-park","40.727325","-73.864504","POINT (-73.864504 40.727325)"
"Berriman Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.657","-73.8695","POINT (-73.8695 40.657)"
"Harry Maze Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.64333","-73.9232","POINT (-73.9232 40.64333)"
"Glen Oaks Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/glen-oaks","40.745181","-73.714847","POINT (-73.714847 40.745181)"
"Vesuvio Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.72563","-74.0025","POINT (-74.0025 40.72563)"
"Pelham South Park Headquarters","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.85172","-73.8247","POINT (-73.8247 40.85172)"
"Franz Sigel Park Zone 1","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.82137","-73.926","POINT (-73.926 40.82137)"
"Horace Harding Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.73318","-73.8603","POINT (-73.8603 40.73318)"
"Lookout Hill","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.65691","-73.9704","POINT (-73.9704 40.65691)"
"Riverside Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible",,,,"https://www.nypl.org/locations/riverside","40.77424","-73.984514","POINT (-73.984514 40.77424)"
"Telephone Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.7386","-73.7566","POINT (-73.7566 40.7386)"
"Abraham Lincoln Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.81228","-73.9371","POINT (-73.9371 40.81228)"
"Friends Field","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.61867","-73.972","POINT (-73.972 40.61867)"
"Flynn Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.82093","-73.9119","POINT (-73.9119 40.82093)"
"Washington Market Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.71749","-74.0115","POINT (-74.0115 40.71749)"
"Bedford Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.7081","-73.9641","POINT (-73.9641 40.7081)"
"Happy Warrior Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.79575","-73.9685","POINT (-73.9685 40.79575)"
"Challenge Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.75691","-73.7281","POINT (-73.7281 40.75691)"
"Christopher J. Igneri Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.60873","-74.1195","POINT (-74.1195 40.60873)"
"Imagination Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Single -Stall All Gender Restroom(s)","Yes",,,"40.70623","-74.004","POINT (-74.004 40.70623)"
"Captain Mario Fajardo Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.74503","-73.8173","POINT (-73.8173 40.74503)"
"Dag Hammarskjold Food Kiosk","Park","NYC Parks Concessionaire","Operational","Year Round","7:00am-9:00pm","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.752076","-73.968158","POINT (-73.968158 40.752076)"
"Fort Independence Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.88162","-73.8959","POINT (-73.8959 40.88162)"
"Fort Greene Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.69234","-73.9772","POINT (-73.9772 40.69234)"
"Saratoga Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Partially Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.68506","-73.919","POINT (-73.919 40.68506)"
"Schomburg Center for Research in Black Culture, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 am - 6:00 pm 
Friday: 10:00 am - 6:00 pm  
Saturday: 10:00 am - 6:00 pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","No",,"https://www.nypl.org/locations/schomburg","40.814657","-73.940945","POINT (-73.940945 40.814657)"
"Greeley Square Park","Park","34th Street Partnership","Operational","Year Round","8am-9pm","Fully Accessible","Multi-Stall All Gender Restrooms",,,,"40.748533","-73.98846","POINT (-73.98846 40.748533)"
"Poe Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.86504","-73.8947","POINT (-73.8947 40.86504)"
"Castle Hill Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.83903","-73.853","POINT (-73.853 40.83903)"
"Cortelyou Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)",,,"https://www.bklynlibrary.org/locations/cortelyou","40.640812","-73.965966","POINT (-73.965966 40.640812)"
"Rufus King Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.70334","-73.8034","POINT (-73.8034 40.70334)"
"P.O. Reinaldo Salgado Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.68791","-73.9255","POINT (-73.9255 40.68791)"
"Brooklyn Bridge Park Pier 6 - Quay Tower","Park","Brooklyn Bridge Park","Operational","Year Round","6am-1am","Fully Accessible",,,,,"40.692827","-74.000721","POINT (-74.000721 40.692827)"
"West New Brighton Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm 
Wednesday: 11:00 am - 6:00 pm 
Thursday: 11:00 am - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/west-new-brighton","40.634517","-74.114823","POINT (-74.114823 40.634517)"
"Detective William T. Gunn Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.73229","-73.7317","POINT (-73.7317 40.73229)"
"Vito Locascio Field","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.67011","-73.8446","POINT (-73.8446 40.67011)"
"153 East 53rd Street POPS","Privately Owned Public Space","Boston Properties","Operational","Year Round","Everyday 7:00am-11:00pm","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.758406","-73.970038","POINT (-73.970038 40.758406)"
"Star Spangled Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.69169","-73.9578","POINT (-73.9578 40.69169)"
"James Forten Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.67664","-73.9655","POINT (-73.9655 40.67664)"
"Arlington Edinboro Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.82086","-73.9467","POINT (-73.9467 40.82086)"
"Ferry Point Park Zone 2","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.81201","-73.8386","POINT (-73.8386 40.81201)"
"South Beach Zone 3","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms",,,,"40.5798","-74.0759","POINT (-74.0759 40.5798)"
"Spuyten Duyvil Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Partially Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/spuyten-duyvil","40.886294","-73.914652","POINT (-73.914652 40.886294)"
"High Bridge Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/high-bridge","40.837968","-73.923552","POINT (-73.923552 40.837968)"
"Alley Pond Park Zone 2","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.74196","-73.74","POINT (-73.74 40.74196)"
"Tiffany Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.82476","-73.8943","POINT (-73.8943 40.82476)"
"Cunningham Park Zone 1","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.7265","-73.7737","POINT (-73.7737 40.7265)"
"Allen Street Malls","Park","NYC Parks","Not Operational",,,,,"N/A",,,"40.71955","-73.9902","POINT (-73.9902 40.71955)"
"Montbellier Park","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.67402","-73.7564","POINT (-73.7564 40.67402)"
"Dr. Charles R. Drew Park","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.68022","-73.8024","POINT (-73.8024 40.68022)"
"Steinway Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/steinway","40.776835","-73.909458","POINT (-73.909458 40.776835)"
"New Lots Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	1 pm - 5 pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,"https://www.bklynlibrary.org/locations/new-lots","40.665168","-73.886072","POINT (-73.886072 40.665168)"
"Highland Park Zone 1","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.6875","-73.8901","POINT (-73.8901 40.6875)"
"Meadow Lake North","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.74067","-73.8412","POINT (-73.8412 40.74067)"
"875 Third Avenue POPS","Privately Owned Public Space","Boston Properties Inc.","Operational","Year Round","Monday to Saturday: 7:00 am-11:00 pm; Sunday & holidays: 11:00 am-7:00 pm","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.757226","-73.969197","POINT (-73.969197 40.757226)"
"Abe Stark Skating Rink","Park","NYC Parks Concessionaire","Operational","Seasonal","12:30pm-4:00pm","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.573053","-73.985895","POINT (-73.985895 40.573053)"
"The Ramble","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,,,,"40.77841","-73.9677","POINT (-73.9677 40.77841)"
"Maurice A FitzGerald Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in men's restroom only""",,,"40.69026","-73.8395","POINT (-73.8395 40.69026)"
"Victory Field","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.70131","-73.8545","POINT (-73.8545 40.70131)"
"South Beach Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm   
Wednesday: 11:00 am - 7:00 pm  
Thursday: 11:00 am - 7:00 pm    
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/south-beach","40.595811","-74.062982","POINT (-74.062982 40.595811)"
"The Great Hill","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally",,,"No",,,"40.79733","-73.9591","POINT (-73.9591 40.79733)"
"Hollis Library, QPL","Library","QPL","Closed for Construction","Year Round",,,"Single-Stall All Gender Restroom(s)","No","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/hollis","40.720175","-73.762322","POINT (-73.762322 40.720175)"
"Bedford Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/bedford","40.68182","-73.956166","POINT (-73.956166 40.68182)"
"Bildersee Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.63595","-73.9122","POINT (-73.9122 40.63595)"
"Dimattina Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.68047","-74.0019","POINT (-74.0019 40.68047)"
"Maple Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.75596","-73.8261","POINT (-73.8261 40.75596)"
"La Tourette Golf Course","Park","NYC Parks Concessionaire","Operational","Year Round","6:00am-8:00pm Daily","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.577587","-74.149616","POINT (-74.149616 40.577587)"
"Ampere Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.68144","-73.8568","POINT (-73.8568 40.68144)"
"South Rochdale Playground","Park","NYC Parks","Not Operational",,,"Not Accessible","Multi-Stall W/M Restrooms",,,,"40.67405","-73.7689","POINT (-73.7689 40.67405)"
"Jerome Park Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/jerome-park","40.869078","-73.901194","POINT (-73.901194 40.869078)"
"Columbus Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"No",,,"40.71591","-73.9998","POINT (-73.9998 40.71591)"
"St Nicholas","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.81371","-73.9509","POINT (-73.9509 40.81371)"
"Elmhurst Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/elmhurst","40.738563","-73.876823","POINT (-73.876823 40.738563)"
"Fulton St (A-C) MTA Restroom","Transit","NYCT","Operational","Year Round","Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",,,,"MTA station with bathrooms located outside of fare gates and open to the wider public","https://new.mta.info/agency/new-york-city-transit/bathrooms","40.710532","-74.009096","POINT (-74.009096 40.710532)"
